institution,OMIP2-NH-SEP
FSU-HYCOM-OMIP2,5.577559821516799
MIROC-COCO4.9-OMIP2,6.3315334955851235
CAS-LICOM3-OMIP2,5.4686543623606365
AWI-FESOM-OMIP2,7.469076006460484
CESM-POP-OMIP2,5.296581427256267
NorESM-BLOM-OMIP2,6.316306527455648
MRI.COM-OMIP2,7.3623056252797445
EC-Earth3-NEMO-OMIP2,7.848296785354615
Kiel-NEMO-OMIP2,7.437772496541341
GFDL-MOM-OMIP2,6.099852212270101
CMCC-NEMO-OMIP2,4.843340690930685
Z-MMM-OMIP2,6.368298131910132
Z-STD-OMIP2,0.9362491706008894
OBS-OMIP2,6.506666666666667
